PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,CollectionDate,SampleID,Contaminant,MRL,MethodID,AnalyticalResultsSign,AnalyticalResultValue(µg/L),SampleEventCode,MonitoringRequirement,Region
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223533,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223533,tribufos,0.07,EPA 525.3,<,,SEA2,AM,5
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223534,butylated hydroxyanisole,0.03,EPA 530,<,,SEA2,AM,5
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223534,o-toluidine,0.007,EPA 530,<,,SEA2,AM,5
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223534,quinoline,0.02,EPA 530,<,,SEA2,AM,5
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223535,1-butanol,2,EPA 541,<,,SEA2,AM,5
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223535,2-methoxyethanol,0.4,EPA 541,<,,SEA2,AM,5
MI0005370,Plainfield Township,L,5448,Treatment Plant,GU,TP100,Treatment Plant Tap,EP,3/12/2019,4223535,2-propen-1-ol,0.5,EPA 541,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,6/13/2018,1061511,HAA5,,EPA 552.3,=,19.245,SEH1,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,6/13/2018,1061511,HAA6Br,,EPA 552.3,=,9.311,SEH1,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,6/13/2018,1061511,HAA9,,EPA 552.3,=,26.889,SEH1,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,9/18/2018,1081568,HAA5,,EPA 552.3,=,12.536,SEH2,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,9/18/2018,1081568,HAA6Br,,EPA 552.3,=,6.169,SEH2,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,9/18/2018,1081568,HAA9,,EPA 552.3,=,17.949,SEH2,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,12/10/2018,1096885,HAA5,,EPA 552.3,=,11.661,SEH3,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,12/10/2018,1096885,HAA6Br,,EPA 552.3,=,9.649,SEH3,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,12/10/2018,1096885,HAA9,,EPA 552.3,=,19.973,SEH3,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,3/4/2019,1107785,HAA5,,EPA 552.3,=,13.738,SEH4,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,3/4/2019,1107785,HAA6Br,,EPA 552.3,=,8.722,SEH4,AM,5
MI0005420,Plymouth Township,L,4913,Distribution System,SW,DBP1,"Hydrant #866, Fire Station #2",DS,3/4/2019,1107785,HAA9,,EPA 552.3,=,21.743,SEH4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,1-butanol,2,EPA 541,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,2-methoxyethanol,0.4,EPA 541,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,2-propen-1-ol,0.5,EPA 541,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,butylated hydroxyanisole,0.03,EPA 530,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,chlorpyrifos,0.03,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,dimethipin,0.2,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,ethoprop,0.03,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,germanium,0.3,EPA 200.8,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,manganese,0.4,EPA 200.8,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,o-toluidine,0.007,EPA 530,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,oxyfluorfen,0.05,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,profenofos,0.3,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,quinoline,0.02,EPA 530,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,tebuconazole,0.2,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,total permethrin,0.04,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,6/13/2018,1061510,tribufos,0.07,EPA 525.3,<,,SEA1,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,1-butanol,2,EPA 541,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,2-methoxyethanol,0.4,EPA 541,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,2-propen-1-ol,0.5,EPA 541,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,butylated hydroxyanisole,0.03,EPA 530,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,chlorpyrifos,0.03,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,dimethipin,0.2,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,ethoprop,0.03,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,germanium,0.3,EPA 200.8,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,manganese,0.4,EPA 200.8,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,o-toluidine,0.007,EPA 530,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,oxyfluorfen,0.05,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,profenofos,0.3,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,quinoline,0.02,EPA 530,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,tebuconazole,0.2,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,9/18/2018,1081567,tribufos,0.07,EPA 525.3,<,,SEA2,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,1-butanol,2,EPA 541,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,2-methoxyethanol,0.4,EPA 541,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,2-propen-1-ol,0.5,EPA 541,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,butylated hydroxyanisole,0.03,EPA 530,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,chlorpyrifos,0.03,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,dimethipin,0.2,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,ethoprop,0.03,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,germanium,0.3,EPA 200.8,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,manganese,0.4,EPA 200.8,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,o-toluidine,0.007,EPA 530,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,oxyfluorfen,0.05,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,profenofos,0.3,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,quinoline,0.02,EPA 530,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,tebuconazole,0.2,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,total permethrin,0.04,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,12/10/2018,1096884,tribufos,0.07,EPA 525.3,<,,SEA3,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,1-butanol,2,EPA 541,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,2-methoxyethanol,0.4,EPA 541,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,2-propen-1-ol,0.5,EPA 541,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,butylated hydroxyanisole,0.03,EPA 530,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,chlorpyrifos,0.03,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,dimethipin,0.2,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,ethoprop,0.03,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,germanium,0.3,EPA 200.8,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,manganese,0.4,EPA 200.8,=,0.405,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,o-toluidine,0.007,EPA 530,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,oxyfluorfen,0.05,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,profenofos,0.3,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,quinoline,0.02,EPA 530,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,tebuconazole,0.2,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,total permethrin,0.04,EPA 525.3,<,,SEA4,AM,5
MI0005420,Plymouth Township,L,10952,Detroit Connection,SW,CC002,Primary Connection:  5 Mile (PT-02),EP,3/4/2019,1107784,tribufos,0.07,EPA 525.3,<,,SEA4,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP1,600 N. Telegraph,DS,2/7/2019,35446956002SEH1,HAA5,,EPA 552.3,=,12.52,SEH1,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP1,600 N. Telegraph,DS,2/7/2019,35446956002SEH1,HAA6Br,,EPA 552.3,=,7.27,SEH1,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP1,600 N. Telegraph,DS,2/7/2019,35446956002SEH1,HAA9,,EPA 552.3,=,18.97,SEH1,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP1,600 N. Telegraph,DS,5/9/2019,9053659-01A,HAA5,,EPA 552.3,=,13.45,SEH2,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP1,600 N. Telegraph,DS,5/9/2019,9053659-01A,HAA6Br,,EPA 552.3,=,6.05,SEH2,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP1,600 N. Telegraph,DS,5/9/2019,9053659-01A,HAA9,,EPA 552.3,=,19.5,SEH2,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP2,123 E. Pike,DS,2/7/2019,35446956003SEH1,HAA5,,EPA 552.3,=,10.67,SEH1,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP2,123 E. Pike,DS,2/7/2019,35446956003SEH1,HAA6Br,,EPA 552.3,=,7.01,SEH1,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP2,123 E. Pike,DS,2/7/2019,35446956003SEH1,HAA9,,EPA 552.3,=,17.21,SEH1,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP2,123 E. Pike,DS,5/9/2019,9053659-02A,HAA5,,EPA 552.3,=,10.8,SEH2,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP2,123 E. Pike,DS,5/9/2019,9053659-02A,HAA6Br,,EPA 552.3,=,5.21,SEH2,AM,5
MI0005440,Pontiac,L,4871,Distribution System,SW,DBP2,123 E. Pike,DS,5/9/2019,9053659-02A,HAA9,,EPA 552.3,=,16.01,SEH2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,1-butanol,2,EPA 541,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,2-methoxyethanol,0.4,EPA 541,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,2-propen-1-ol,0.5,EPA 541,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,butylated hydroxyanisole,0.03,EPA 530,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,chlorpyrifos,0.03,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,dimethipin,0.2,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,ethoprop,0.03,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,germanium,0.3,EPA 200.8,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,manganese,0.4,EPA 200.8,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,o-toluidine,0.007,EPA 530,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,oxyfluorfen,0.05,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,profenofos,0.3,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,quinoline,0.02,EPA 530,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,tebuconazole,0.2,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,total permethrin,0.04,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,2/7/2019,35446956001SEA1,tribufos,0.07,EPA 525.3,<,,SEA1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,1-butanol,2,EPA 541,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,2-methoxyethanol,0.4,EPA 541,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,2-propen-1-ol,0.5,EPA 541,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,butylated hydroxyanisole,0.03,EPA 530,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,chlorpyrifos,0.03,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,dimethipin,0.2,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,ethoprop,0.03,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,germanium,0.3,EPA 200.8,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,manganese,0.4,EPA 200.8,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,o-toluidine,0.007,EPA 530,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,oxyfluorfen,0.05,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,profenofos,0.3,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,quinoline,0.02,EPA 530,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,tebuconazole,0.2,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,5/21/2019,35470109001SEA2,tribufos,0.07,EPA 525.3,<,,SEA2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,8/19/2019,9092868-01A,manganese,0.4,EPA 200.8,<,,SEA3,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,6/12/2018,35398032001SEC1,total microcystin,0.3,EPA 546,<,,SEC1,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,6/26/2018,35400691001SEC2,total microcystin,0.3,EPA 546,<,,SEC2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,6/26/2018,A8G1923-01,anatoxin-a,0.03,EPA 545,<,,SEC2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,6/26/2018,A8G1923-01,cylindrospermopsin,0.09,EPA 545,<,,SEC2,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,7/10/2018,35403288001SEC3,total microcystin,0.3,EPA 546,<,,SEC3,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,7/24/2018,35406526001SEC4,anatoxin-a,0.03,EPA 545,<,,SEC4,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,7/24/2018,35406526001SEC4,cylindrospermopsin,0.09,EPA 545,<,,SEC4,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,7/24/2018,35406526001SEC4,total microcystin,0.3,EPA 546,<,,SEC4,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,8/28/2018,35414024001SEC6,anatoxin-a,0.03,EPA 545,<,,SEC6,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,8/28/2018,35414024001SEC6,cylindrospermopsin,0.09,EPA 545,<,,SEC6,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,8/28/2018,A8H4384-01,total microcystin,0.3,EPA 546,<,,SEC6,AM,5
MI0005440,Pontiac,L,10953,Detroit Connection,SW,CC002,Primary Connection,EP,9/13/2018,35417728001SEC7,anatoxin-a,0.03,EPA 545,<,,SEC7,AM,5
